num_cells,deltaBIC,params1,params2,model1BIC,model2BIC,num_cells_nonzero_AD,total_DP,median_DP,total_AD,median_AD,new_mutation,as_mutation,fraction_b_allele,num_cells_minor_cpt
629,2661.142097770272,[0.02442974 1.        ],[0.05649349 0.01387461 0.42733748 0.57266252],7964.281199482097,5303.139101711825,557,278644.0,258.0,6800.0,6.0,False,False,0.007945469585603195,268.7952755870032
611,2618.3955721993743,[0.05889025 1.        ],[0.12253124 0.0285041  0.52301145 0.47698855],7675.934353513497,5057.538781314122,560,102888.0,110.0,6054.0,8.0,True,False,0.013596127544853717,291.4400047279707
616,2604.1444487697845,[0.05460756 1.        ],[0.10844265 0.02652413 0.52558733 0.47441267],7860.401802042719,5256.257353272935,550,119738.0,130.0,6532.0,8.0,True,False,0.012583382307406759,292.2382038286747
629,2588.3941394679377,[0.02501692 1.        ],[0.05717413 0.01400117 0.4329064  0.5670936 ],7599.381122076105,5010.986982608168,545,263038.0,244.0,6572.0,6.0,False,False,0.007939971108041241,272.2981239247247
629,2549.196611471235,[0.02379008 1.        ],[0.0557759  0.01385691 0.41540852 0.58459148],7501.194625359365,4951.99801388813,560,281920.0,262.0,6700.0,6.0,False,False,0.008100628774454915,261.2919575361005
629,2510.305067170424,[0.02455136 1.        ],[0.05107508 0.01328327 0.4769869  0.5230131 ],7793.594014404286,5283.288947233862,557,285084.0,266.0,6992.0,8.0,False,False,0.006947322350303341,300.0247592402285
629,2508.361703854074,[0.02672984 1.        ],[0.05123148 0.01367024 0.51924223 0.48075777],7646.355278110708,5137.993574256634,558,275314.0,254.0,7352.0,8.0,False,False,0.006572075056635072,302.39663899297875
580,2507.03410555722,[0.07982078 1.        ],[0.17713881 0.04144259 0.5087017  0.4912983 ],7301.5071140315495,4794.47300847433,544,70528.0,81.0,5626.0,8.0,True,False,0.020360674602333397,284.9530136988694
616,2457.1121777167837,[0.04702815 1.        ],[0.10150496 0.02321481 0.48951655 0.51048345],7270.731077768674,4813.618900051891,546,120800.0,128.0,5674.0,6.0,True,False,0.011850775572245013,301.5421941851103
545,2406.848190897461,[0.07721272 1.        ],[0.18833017 0.0415977  0.46806903 0.53193097],6594.680171603208,4187.831980705747,495,64536.0,70.0,4978.0,6.0,True,False,0.022127104905571997,255.09762118281668
629,2390.0882813209264,[0.02308749 1.        ],[0.05005072 0.01278719 0.43405595 0.56594405],7417.536098899736,5027.44781757881,537,283842.0,262.0,6544.0,6.0,False,False,0.007236833855796076,273.02119389760543
629,2375.852294133205,[0.02382107 1.        ],[0.05645837 0.01418519 0.40755342 0.59244658],7365.515453642829,4989.663159509624,551,271348.0,252.0,6456.0,6.0,False,False,0.008403964634811079,256.35110362853027
549,2375.7473707590207,[0.07228974 1.        ],[0.17927561 0.03915837 0.43992506 0.56007494],6787.646144020048,4411.898773261028,498,67632.0,74.0,4884.0,6.0,True,False,0.02193162227527732,241.51885569705547
629,2367.632434746395,[0.02393775 1.        ],[0.05073543 0.01278713 0.49268689 0.50731311],7199.995936693762,4832.363501947367,551,266934.0,248.0,6382.0,6.0,False,False,0.006487080702689815,309.9000531515974
571,2349.976693296354,[0.0571324 1.       ],[0.14665257 0.03064827 0.43716354 0.56283646],6772.173426606957,4422.196733310603,503,81964.0,82.0,4676.0,6.0,True,False,0.017249963945263177,249.62037990743488
617,2302.1127972505183,[0.05229221 1.        ],[0.11665047 0.02683545 0.46996559 0.53003441],7198.495552836381,4896.3827555858625,549,102172.0,108.0,5336.0,6.0,True,False,0.01422371054176938,289.9687676515206
570,2300.7635577830642,[0.09002018 1.        ],[0.20178394 0.04897599 0.47786221 0.52213779],7055.583344038826,4754.819786255762,520,60442.0,74.0,5436.0,8.0,True,False,0.025572214551102222,272.3814599453864
615,2285.542010966974,[0.04888998 1.        ],[0.09547446 0.01953419 0.56969059 0.43030941],7120.003763140302,4834.461752173328,545,102250.0,108.0,4992.0,6.0,False,False,0.008405745254525388,264.64029008032355
617,2280.293722791728,[0.04622515 1.        ],[0.08825243 0.02005448 0.57842147 0.42157853],7002.51439537061,4722.220672578882,554,120720.0,130.0,5574.0,6.0,False,False,0.008454537318895306,260.11395328294986
564,2230.7415448015745,[0.09736241 1.        ],[0.19443436 0.04856509 0.52769561 0.47230439],6984.1727767248685,4753.431231923294,517,56908.0,71.0,5536.0,8.0,True,False,0.022937507607965788,266.3796784113415
569,2219.238059002758,[0.08871107 1.        ],[0.18746356 0.04590737 0.50080756 0.49919244],6767.0784062689545,4547.840347266197,518,60298.0,74.0,5344.0,8.0,True,False,0.022916613121307765,284.04049959023655
629,2145.520823181402,[0.02550364 1.        ],[0.05905722 0.01506585 0.38118319 0.61881681],6739.0278965637735,4593.507073382371,534,234692.0,218.0,5976.0,6.0,False,False,0.00932300151605343,239.76422746255068
580,2140.260811467978,[0.06600885 1.        ],[0.16797942 0.03678134 0.42633267 0.57366733],6622.007490173439,4481.746678705461,521,70080.0,80.0,4620.0,6.0,True,False,0.02110025046177373,247.2729478142999
629,2126.814172573292,[0.02015942 1.        ],[0.04798042 0.01161453 0.40287981 0.59712019],6596.011070730771,4469.196898157479,548,278882.0,258.0,5614.0,6.0,False,False,0.00693527135158803,253.41140202025483
629,2125.7358773791966,[0.02616475 1.        ],[0.05636086 0.01412605 0.43157492 0.56842508],6607.190231221035,4481.454353841838,526,221378.0,208.0,5782.0,6.0,False,False,0.008029602761261693,271.46062343082735
629,2125.5778065695476,[0.02061376 1.        ],[0.04650124 0.01165023 0.42426895 0.57573105],6730.980340050223,4605.402533480676,548,280012.0,258.0,5764.0,6.0,False,False,0.006707399754046249,266.8651718912241
629,2106.6977438411186,[0.01921782 1.        ],[0.0425156  0.00983188 0.45148126 0.54851874],6689.352339870172,4582.654596029053,515,269198.0,252.0,5162.0,6.0,False,False,0.005392971960341794,283.98171383598617
629,2090.91019784158,[0.02470825 1.        ],[0.05168482 0.01326995 0.44290488 0.55709512],6550.917724507643,4460.007526666062,524,238564.0,220.0,5884.0,6.0,False,False,0.007392622449797061,278.58716826381277
629,2088.68407671105,[0.01824333 1.        ],[0.04053861 0.00945691 0.44738359 0.55261641],6671.13445172148,4582.45037501043,532,284800.0,264.0,5186.0,6.0,False,False,0.0052260419495061645,281.4042779918201
616,2085.0927805303418,[0.03658966 1.        ],[0.08285674 0.01713318 0.4682646  0.5317354 ],6632.530864995866,4547.438084465524,523,121108.0,132.0,4422.0,6.0,False,False,0.009110316384290676,288.450994395687
629,2075.6632685760296,[0.02052683 1.        ],[0.04520215 0.01115084 0.4212259  0.5787741 ],6482.378157768468,4406.714889192438,521,271586.0,252.0,5564.0,6.0,False,False,0.006453819037669274,264.95109418994883
568,2073.7182157615234,[0.07506 1.     ],[0.17327616 0.03847784 0.47645644 0.52354356],6383.977527833511,4310.259312071988,509,60004.0,74.0,4498.0,6.0,True,False,0.02014482489991912,270.62726067563426
584,2044.3987717962127,[0.06563031 1.        ],[0.15614128 0.03451299 0.46671085 0.53328915],6575.908902437027,4531.510130640814,511,68220.0,77.0,4470.0,6.0,True,False,0.01840540563698768,272.55913348717326
629,2025.79576744112,[0.01768996 1.        ],[0.0435212  0.00972116 0.41545563 0.58454437],6464.370762501281,4438.574995060161,521,272064.0,252.0,4802.0,4.0,False,False,0.005682448560068951,261.32158813784747
613,2017.2123948270564,[0.04089882 1.        ],[0.08618993 0.01746182 0.54103799 0.45896201],6468.611584004939,4451.399189177882,529,105294.0,110.0,4298.0,6.0,False,False,0.00801431283809643,281.3437129971287
581,2013.8211604368125,[0.06010435 1.        ],[0.16742675 0.03496762 0.38480832 0.61519168],6385.3050336362485,4371.483873199436,514,70722.0,80.0,4244.0,6.0,True,False,0.021511787987134403,223.57363140643452
613,2013.3259218447238,[0.04448197 1.        ],[0.08906874 0.02031776 0.54867529 0.45132471],6666.201401455717,4652.875479610993,545,111344.0,120.0,4946.0,6.0,False,False,0.00916990762677181,276.6620498234604
573,2010.0320291607386,[0.04726319 1.        ],[0.11716051 0.02413797 0.44573959 0.55426041],6209.061324006704,4199.0292948459655,489,86926.0,88.0,4100.0,4.0,True,False,0.01337871858980404,255.4087824595126
586,1987.7475179027042,[0.05616942 1.        ],[0.14829994 0.02966717 0.43286833 0.56713167],6324.960496651221,4337.212978748516,511,69958.0,78.0,3922.0,6.0,True,False,0.01682519323567134,253.6608396743191
616,1984.2038558639915,[0.0412439 1.       ],[0.09952018 0.0227268  0.40586807 0.59413193],6720.145359623202,4735.941503759211,528,114800.0,122.0,4726.0,6.0,False,False,0.01350271827329382,250.01473182871402
577,1975.4181330911642,[0.04884934 1.        ],[0.12868611 0.02820278 0.41446702 0.58553298],6288.714326521218,4313.296193430054,516,91426.0,90.0,4460.0,6.0,True,False,0.016513659714185343,239.14747199111366
578,1971.112062856494,[0.04247034 1.        ],[0.0924323  0.01843695 0.55515979 0.44484021],5956.0504238806225,3984.9383610241284,506,94918.0,92.0,4024.0,6.0,False,False,0.008201494873414868,257.1176433688323
578,1965.4967765475121,[0.06360602 1.        ],[0.15764438 0.03315155 0.43697586 0.56302414],6092.099798921662,4126.60302237415,504,64104.0,74.0,4070.0,6.0,True,False,0.018665120815173596,252.5720452330747
576,1943.7033958853353,[0.05944881 1.        ],[0.1332064  0.02564389 0.5095938  0.4904062 ],6017.010921620784,4073.3075257354485,490,63426.0,74.0,3762.0,6.0,True,False,0.012575923140891817,282.47397152637865
573,1939.2136671779863,[0.04733531 1.        ],[0.10907967 0.02293461 0.48955785 0.51044215],6074.909753479384,4135.696086301397,485,86802.0,88.0,4100.0,4.0,True,False,0.011706790915456807,280.5166455309853
629,1936.37536314701,[0.02556495 1.        ],[0.05462759 0.01423633 0.43716657 0.56283343],6368.4726695454365,4432.097306398427,532,220994.0,208.0,5640.0,6.0,False,False,0.008012682755512694,274.9777755937382
565,1934.018272497523,[0.07575679 1.        ],[0.18254875 0.04161842 0.44339536 0.55660464],6230.159846879887,4296.141574382364,510,58206.0,72.0,4404.0,6.0,True,False,0.02316500282889858,250.51838045725643
629,1932.6528485435838,[0.01702363 1.        ],[0.03792933 0.00876004 0.45507795 0.54492205],6287.887009628731,4355.234161085147,519,283312.0,260.0,4812.0,6.0,False,False,0.00477354145469733,286.24403044748374
629,1905.090281864349,[0.01867062 1.        ],[0.03799736 0.00896635 0.512062   0.487938  ],6289.379494436643,4384.289212572294,519,267854.0,248.0,4990.0,6.0,False,False,0.004375020505285614,306.91300437331245
636,1895.4228392772548,[0.007315 1.      ],[0.01327184 0.00314786 0.58037035 0.41962965],6496.423840616572,4601.001001339318,569,749788.0,793.0,5478.0,6.0,False,False,0.001320937376245027,266.8844558593786
629,1893.8510567688304,[0.01784367 1.        ],[0.04431994 0.00991103 0.36393781 0.63606219],5944.912043931348,4051.060987162518,492,255536.0,240.0,4546.0,4.0,False,False,0.00630402854436877,228.91688522927018
580,1875.1779156806906,[0.05615498 1.        ],[0.12931628 0.02699008 0.49252488 0.50747512],6079.302535601186,4204.124619920495,511,70642.0,82.0,3960.0,6.0,True,False,0.013696791771510333,285.6644314566872
636,1864.0995169266566,[7.28663501e-04 1.00000000e+00],[1.09834504e-02 1.16652367e-04 6.85987912e-02 9.31401209e-01],3008.983607723505,1144.8840907968483,51,730790.0,786.0,474.0,0.0,False,False,0.0001086501552735249,43.6288311798222
585,1860.9061657363,[0.0528363 1.       ],[0.13070881 0.02597679 0.45277359 0.54722641],6183.788097044208,4322.881931307908,499,69774.0,80.0,3678.0,4.0,True,False,0.014215184195683047,264.87254747813955
583,1859.8062091971224,[0.05283003 1.        ],[0.11836689 0.0228532  0.50893202 0.49106798],5902.10048624255,4042.2942770454274,497,69858.0,80.0,3682.0,4.0,True,False,0.0112224742782367,286.29263414771367
616,1843.8351032805922,[0.04313502 1.        ],[0.07882335 0.01605076 0.61171527 0.38828473],6218.481328353993,4374.646225073401,527,102768.0,110.0,4424.0,6.0,False,False,0.006232263769522298,239.1833923008293
614,1833.0319930543183,[0.03748189 1.        ],[0.07739833 0.01630501 0.54030074 0.45969926],6195.603352634086,4362.571359579768,530,111798.0,120.0,4182.0,4.0,False,False,0.007495400302295915,282.25534705606776
533,1809.3233301258883,[0.0749648 1.       ],[0.17186245 0.03616108 0.48583575 0.51416425],5623.4068288574435,3814.083498731555,462,49718.0,58.0,3720.0,4.0,True,False,0.01859273249130148,258.9504541845551
564,1784.2421313447949,[0.07580142 1.        ],[0.15278968 0.03508362 0.53228252 0.46771748],6023.427390918215,4239.18525957342,492,57086.0,71.0,4320.0,6.0,True,False,0.016409224469039876,263.7926562463084
571,1771.2880788621378,[0.04374757 1.        ],[0.11214352 0.02245109 0.45068034 0.54931966],5585.811358896765,3814.5232800346275,489,82432.0,84.0,3598.0,4.0,True,False,0.012332826257025135,257.33847341942806
618,1769.2844104508804,[0.03924119 1.        ],[0.06852714 0.01484821 0.61901401 0.38098599],6131.827152947403,4362.542742496523,533,121110.0,126.0,4744.0,6.0,False,False,0.005656958813724751,235.44933943901748
617,1766.8521832949618,[0.04024019 1.        ],[0.08323281 0.01771745 0.53060576 0.46939424],6000.045320470739,4233.193137175777,531,101754.0,106.0,4086.0,4.0,False,False,0.008316470661804392,289.61624866941054
619,1765.2899765277198,[0.037391 1.      ],[0.08165256 0.01864073 0.46750965 0.53249035],6047.485622711563,4282.195646183844,530,117432.0,124.0,4382.0,6.0,False,False,0.009926010380572522,289.3884703314412
629,1751.0419014086847,[0.02224445 1.        ],[0.04515666 0.0111876  0.46705708 0.53294292],5927.362557492231,4176.320656083546,511,220900.0,206.0,4902.0,4.0,False,False,0.00596235434575791,293.7789016757815
574,1738.0960766003932,[0.03667271 1.        ],[0.08959506 0.01817009 0.47965374 0.52034626],5659.376713364665,3921.280636764272,487,99330.0,98.0,3634.0,4.0,False,False,0.009454740605875697,275.32124721543846
584,1728.682270410709,[0.05194657 1.        ],[0.13456926 0.02774073 0.41557893 0.58442107],5855.867593021791,4127.1853226110825,484,70226.0,79.0,3638.0,6.0,True,False,0.016212268342248027,242.69809384519158
629,1727.1149336291946,[0.01546671 1.        ],[0.03277934 0.00745773 0.47088847 0.52911153],5880.538810054071,4153.423876424877,515,283926.0,262.0,4380.0,4.0,False,False,0.003945971822011285,296.1888450523595
586,1711.0341165422424,[0.05404082 1.        ],[0.12496832 0.02607144 0.47653536 0.52346464],5786.895244005633,4075.8611274633904,494,68600.0,77.0,3698.0,6.0,True,False,0.013647478999378864,279.24972161536346
584,1707.7470016468365,[0.05373183 1.        ],[0.12728121 0.02637236 0.4723704  0.5276296 ],5716.143505628398,4008.3965039815616,490,67956.0,78.0,3642.0,4.0,True,False,0.013914838601821314,275.8643122075785
629,1699.9919994283518,[0.01770116 1.        ],[0.03697378 0.00900435 0.47579526 0.52420474],5921.286712688332,4221.29471325998,520,266474.0,248.0,4706.0,4.0,False,False,0.004720125443183791,299.2752157094834
582,1697.4029653128232,[0.05106107 1.        ],[0.12667546 0.02580326 0.44596042 0.55403958],5726.0905698685765,4028.6876045557533,499,70118.0,79.0,3572.0,6.0,True,False,0.014296027097755029,259.5489624336776
629,1697.2465672138214,[0.01602648 1.        ],[0.03775063 0.00901816 0.41108376 0.58891624],5910.794385096466,4213.547817882644,518,286220.0,266.0,4576.0,4.0,False,False,0.005310941366414277,258.5716846542613
629,1693.5201052577286,[0.01406473 1.        ],[0.04105855 0.00849204 0.33729269 0.66270731],5823.204726845274,4129.684621587546,499,284186.0,260.0,3984.0,4.0,False,False,0.005627737868381274,212.15710502504965
582,1684.3349864058,[0.05055817 1.        ],[0.1273114  0.02585553 0.42924029 0.57075971],5576.140396109151,3891.805409703351,487,69692.0,78.0,3514.0,4.0,True,False,0.01475729264635211,249.81784646220513
566,1684.1461680637294,[0.07070548 1.        ],[0.1410978  0.03211092 0.54188094 0.45811906],5734.106332217653,4049.960164153924,494,58400.0,72.0,4122.0,6.0,True,False,0.014710625287626563,259.2953864605811
636,1682.3347215691638,[0.00838863 1.        ],[0.01642807 0.0046082  0.46360463 0.53639537],6221.119226684073,4538.784505114909,576,700472.0,782.0,5870.0,6.0,False,False,0.00247181511419333,294.8525459575368
616,1680.337460039742,[0.03836531 1.        ],[0.06838069 0.0142588  0.60938685 0.39061315],5998.726710775163,4318.389250735421,525,112474.0,119.0,4306.0,6.0,False,False,0.005569676452825118,240.61770175045245
568,1679.3622576556154,[0.05987379 1.        ],[0.12787568 0.02570061 0.53562171 0.46437829],5537.556663076735,3858.19440542112,489,60058.0,74.0,3588.0,6.0,True,False,0.011934805504330376,263.76687058829043
611,1665.764423766439,[0.03659181 1.        ],[0.07665591 0.01584229 0.52370081 0.47629919],5842.176863290458,4176.412439524019,509,102870.0,110.0,3754.0,4.0,False,False,0.0075456679027010335,291.01880677761585
579,1665.4929200070692,[0.03461587 1.        ],[0.0743404  0.01339471 0.57486664 0.42513336],5421.913768861474,3756.4208488544045,478,95046.0,92.0,3280.0,4.0,False,False,0.005694537980627697,246.15221694685462
559,1656.754421876265,[0.04512453 1.        ],[0.13044174 0.02597502 0.34819365 0.65180635],5552.823296500674,3896.0688746244086,448,75726.0,78.0,3406.0,4.0,True,False,0.016930680742005544,194.64025288541893
636,1641.2340852049792,[0.00889668 1.        ],[0.01603445 0.00479313 0.4597841  0.5402159 ],6007.775433064236,4366.541347859256,559,720460.0,770.0,6402.0,6.0,False,False,0.0025893229832337186,292.4226870823884
629,1636.8488857405146,[0.01387345 1.        ],[0.03200754 0.00690142 0.43634277 0.56365723],5552.898572679631,3916.0496869391163,482,280298.0,258.0,3874.0,4.0,False,False,0.003890034739439941,274.45960023237114
577,1630.0842894110106,[0.06118287 1.        ],[0.13158125 0.02955034 0.51151932 0.48848068],5623.7111963925045,3993.626906981494,499,63642.0,74.0,3886.0,6.0,True,False,0.014434768739582408,281.85335071260386
575,1625.5444701861252,[0.03572609 1.        ],[0.07630219 0.01487908 0.55443088 0.44556912],5336.9887354453385,3711.4442652592134,478,95608.0,94.0,3406.0,4.0,False,False,0.006629656615690893,256.20224317061195
617,1611.8564384496221,[0.03511681 1.        ],[0.07001584 0.01340346 0.55895161 0.44104839],5735.976472064411,4124.120033614789,513,101786.0,106.0,3564.0,4.0,False,False,0.005911573157663168,272.1268559356513
587,1611.7372882021768,[0.04679471 1.        ],[0.11014713 0.02120101 0.48942893 0.51057107],5426.497581716162,3814.7602935139853,487,69666.0,78.0,3250.0,4.0,True,False,0.010824620877216863,287.29478245256195
616,1603.4294279138935,[0.03496195 1.        ],[0.06703532 0.01225459 0.59238647 0.40761353],5596.188511804896,3992.7590838910023,505,101456.0,107.0,3536.0,4.0,False,False,0.004995137133434943,251.08993322962033
575,1590.614411222617,[0.05648776 1.        ],[0.11683566 0.0238639  0.54978703 0.45021297],5449.176169782677,3858.56175856006,498,63088.0,74.0,3556.0,4.0,True,False,0.010743838586920785,258.87245503950777
616,1588.2933908432142,[0.03439569 1.        ],[0.06192337 0.01277614 0.60598651 0.39401349],5785.6126227289,4197.319231885685,524,119294.0,129.0,4094.0,6.0,False,False,0.005033970090604095,242.71230833743695
576,1587.1662538756918,[0.05277949 1.        ],[0.11481775 0.02424314 0.50285415 0.49714585],5686.730136511538,4099.563882635846,493,68214.0,82.0,3592.0,4.0,True,False,0.012052375338802582,286.3560067328009
571,1576.0696777940543,[0.05869409 1.        ],[0.14560269 0.03165242 0.42495161 0.57504839],5499.588273592282,3923.518595798228,489,61168.0,74.0,3582.0,6.0,True,False,0.01820167196267227,242.64736701986328
